id,utcDate,status,matchday,stage,group,lastUpdated,referees,area_id,area_name,area_code,area_flag,competition_id,competition_name,competition_code,competition_type,competition_emblem,season_id,season_startDate,season_endDate,season_currentMatchday,season_winner,homeTeam_id,homeTeam_name,homeTeam_shortName,homeTeam_tla,homeTeam_crest,awayTeam_id,awayTeam_name,awayTeam_shortName,awayTeam_tla,awayTeam_crest,score_winner,score_duration,score_fullTime_home,score_fullTime_away,score_halfTime_home,score_halfTime_away,odds_msg,score_regularTime_home,score_regularTime_away,score_extraTime_home,score_extraTime_away,score_penalties_home,score_penalties_away
497967,2024-08-24T15:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 25786, 'name': 'Stéphanie Frappart', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,523,Olympique Lyonnais,Olympique Lyon,LYO,https://crests.football-data.org/523.png,548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,AWAY_TEAM,REGULAR,0.0,2.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497964,2024-08-24T17:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57501, 'name': 'Abdelatif Kherradji', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,532,Angers SCO,Angers SCO,ANG,https://crests.football-data.org/532.png,HOME_TEAM,REGULAR,2.0,0.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497963,2024-08-24T19:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57068, 'name': 'Florent Batta', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,527,AS Saint-Étienne,Saint-Étienne,ASS,https://crests.football-data.org/527.png,533,Le Havre AC,Le Havre,HAC,https://crests.football-data.org/533.png,AWAY_TEAM,REGULAR,0.0,2.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497966,2024-08-25T13:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57073, 'name': 'Jérémie Pignard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,546,Racing Club de Lens,RC Lens,RCL,https://crests.football-data.org/546.png,512,Stade Brestois 29,Brest,BRE,https://crests.football-data.org/512.png,HOME_TEAM,REGULAR,2.0,0.0,2.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497961,2024-08-25T15:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57092, 'name': 'Eric Wattellier', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,576,RC Strasbourg Alsace,Strasbourg,RC ,https://crests.football-data.org/576.png,529,Stade Rennais FC 1901,Stade Rennais,REN,https://crests.football-data.org/529.png,HOME_TEAM,REGULAR,3.0,1.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497962,2024-08-25T15:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 64829, 'name': 'Gaël Angoula', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,543,FC Nantes,Nantes,NAN,https://crests.football-data.org/543.png,519,AJ Auxerre,Auxerre,AJA,https://crests.football-data.org/519.png,HOME_TEAM,REGULAR,2.0,0.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497965,2024-08-25T15:00:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57088, 'name': 'Bastien Dechepy', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,511,Toulouse FC,Toulouse,TOU,https://crests.football-data.org/511.png,DRAW,REGULAR,1.0,1.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497968,2024-08-25T18:45:00Z,FINISHED,2,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57063, 'name': 'Hakim Ben El Hadj Salem', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,547,Stade de Reims,Stade de Reims,SDR,https://crests.football-data.org/547.png,DRAW,REGULAR,2.0,2.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497970,2024-08-30T18:45:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57039, 'name': 'Thomas Léonard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,523,Olympique Lyonnais,Olympique Lyon,LYO,https://crests.football-data.org/523.png,576,RC Strasbourg Alsace,Strasbourg,RC ,https://crests.football-data.org/576.png,HOME_TEAM,REGULAR,4.0,3.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497971,2024-08-31T15:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 64829, 'name': 'Gaël Angoula', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,512,Stade Brestois 29,Brest,BRE,https://crests.football-data.org/512.png,527,AS Saint-Étienne,Saint-Étienne,ASS,https://crests.football-data.org/527.png,HOME_TEAM,REGULAR,4.0,0.0,2.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497972,2024-08-31T17:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 15545, 'name': 'Benoît Millot', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,518,Montpellier HSC,Montpellier,MON,https://crests.football-data.org/518.png,543,FC Nantes,Nantes,NAN,https://crests.football-data.org/543.png,AWAY_TEAM,REGULAR,1.0,3.0,1.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497977,2024-08-31T19:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 25786, 'name': 'Stéphanie Frappart', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,511,Toulouse FC,Toulouse,TOU,https://crests.football-data.org/511.png,516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,AWAY_TEAM,REGULAR,1.0,3.0,0.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497974,2024-09-01T13:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57042, 'name': 'Willy Delajod', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,546,Racing Club de Lens,RC Lens,RCL,https://crests.football-data.org/546.png,DRAW,REGULAR,1.0,1.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497973,2024-09-01T15:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 1049, 'name': 'Jeremy Stinat', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,532,Angers SCO,Angers SCO,ANG,https://crests.football-data.org/532.png,522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,AWAY_TEAM,REGULAR,1.0,4.0,0.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497975,2024-09-01T15:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 64781, 'name': 'Marc Bollengier', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,533,Le Havre AC,Le Havre,HAC,https://crests.football-data.org/533.png,519,AJ Auxerre,Auxerre,AJA,https://crests.football-data.org/519.png,HOME_TEAM,REGULAR,3.0,1.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497976,2024-09-01T15:00:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57054, 'name': 'Mathieu Vernice', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,547,Stade de Reims,Stade de Reims,SDR,https://crests.football-data.org/547.png,529,Stade Rennais FC 1901,Stade Rennais,REN,https://crests.football-data.org/529.png,HOME_TEAM,REGULAR,2.0,1.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497969,2024-09-01T18:45:00Z,FINISHED,3,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 43926, 'name': 'Benoît Bastien', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,524,Paris Saint-Germain FC,PSG,PSG,https://crests.football-data.org/524.png,AWAY_TEAM,REGULAR,1.0,3.0,0.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497984,2024-09-13T18:45:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 43918, 'name': 'François Letexier', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,527,AS Saint-Étienne,Saint-Étienne,ASS,https://crests.football-data.org/527.png,521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,HOME_TEAM,REGULAR,1.0,0.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497985,2024-09-14T15:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 15545, 'name': 'Benoît Millot', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,HOME_TEAM,REGULAR,2.0,0.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497978,2024-09-14T17:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57501, 'name': 'Abdelatif Kherradji', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,519,AJ Auxerre,Auxerre,AJA,https://crests.football-data.org/519.png,548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,AWAY_TEAM,REGULAR,0.0,3.0,0.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497986,2024-09-14T19:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 9374, 'name': 'Clément Turpin', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,524,Paris Saint-Germain FC,PSG,PSG,https://crests.football-data.org/524.png,512,Stade Brestois 29,Brest,BRE,https://crests.football-data.org/512.png,HOME_TEAM,REGULAR,3.0,1.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497979,2024-09-15T13:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57073, 'name': 'Jérémie Pignard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,529,Stade Rennais FC 1901,Stade Rennais,REN,https://crests.football-data.org/529.png,518,Montpellier HSC,Montpellier,MON,https://crests.football-data.org/518.png,HOME_TEAM,REGULAR,3.0,0.0,2.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497981,2024-09-15T15:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57042, 'name': 'Willy Delajod', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,543,FC Nantes,Nantes,NAN,https://crests.football-data.org/543.png,547,Stade de Reims,Stade de Reims,SDR,https://crests.football-data.org/547.png,AWAY_TEAM,REGULAR,1.0,2.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497982,2024-09-15T15:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57092, 'name': 'Eric Wattellier', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,511,Toulouse FC,Toulouse,TOU,https://crests.football-data.org/511.png,533,Le Havre AC,Le Havre,HAC,https://crests.football-data.org/533.png,HOME_TEAM,REGULAR,2.0,0.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497983,2024-09-15T15:00:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57063, 'name': 'Hakim Ben El Hadj Salem', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,576,RC Strasbourg Alsace,Strasbourg,RC ,https://crests.football-data.org/576.png,532,Angers SCO,Angers SCO,ANG,https://crests.football-data.org/532.png,DRAW,REGULAR,1.0,1.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497980,2024-09-15T18:45:00Z,FINISHED,4,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57088, 'name': 'Bastien Dechepy', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,546,Racing Club de Lens,RC Lens,RCL,https://crests.football-data.org/546.png,523,Olympique Lyonnais,Olympique Lyon,LYO,https://crests.football-data.org/523.png,DRAW,REGULAR,0.0,0.0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497988,2024-09-20T18:45:00Z,FINISHED,5,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57039, 'name': 'Thomas Léonard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,527,AS Saint-Étienne,Saint-Étienne,ASS,https://crests.football-data.org/527.png,HOME_TEAM,REGULAR,8.0,0.0,6.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497993,2024-09-21T15:00:00Z,FINISHED,5,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 15548, 'name': 'Jérôme Brisard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,576,RC Strasbourg Alsace,Strasbourg,RC ,https://crests.football-data.org/576.png,DRAW,REGULAR,3.0,3.0,2.0,2.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497994,2024-09-21T17:00:00Z,FINISHED,5,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 1049, 'name': 'Jeremy Stinat', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,529,Stade Rennais FC 1901,Stade Rennais,REN,https://crests.football-data.org/529.png,546,Racing Club de Lens,RC Lens,RCL,https://crests.football-data.org/546.png,DRAW,REGULAR,1.0,1.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497989,2024-09-21T19:00:00Z,FINISHED,5,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 57073, 'name': 'Jérémie Pignard', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,547,Stade de Reims,Stade de Reims,SDR,https://crests.football-data.org/547.png,524,Paris Saint-Germain FC,PSG,PSG,https://crests.football-data.org/524.png,DRAW,REGULAR,1.0,1.0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
497995,2024-09-22T13:00:00Z,FINISHED,5,REGULAR_SEASON,,2025-04-29T20:20:54Z,"[{'id': 25786, 'name': 'Stéphanie Frappart', 'type': 'REFEREE', 'nationality': 'France'}]",2081,France,FRA,https://crests.football-data.org/773.svg,2015,Ligue 1,FL1,LEAGUE,https://crests.football-data.org/FL1.png,2290,2024-08-18,2025-05-18,31,,548,AS Monaco FC,Monaco,ASM,https://crests.football-data.org/548.png,533,Le Havre AC,Le Havre,HAC,https://crests.football-data.org/533.png,HOME_TEAM,REGULAR,3.0,1.0,1.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.,,,,,,
